<<<<<<< Updated upstream
-7.3955	2	0
-1.8721	2	0
-1.8691	2	0
-1.8661	2	0
-1.8632	1.9999	0
-1.8602	1.9998	0
-1.8573	1.9997	0
-1.8543	1.9996	0
-1.8514	1.9994	0
-1.8484	1.9992	0
-1.8455	1.999	0
-1.8425	1.9988	0
-1.8396	1.9986	0
-1.8366	1.9983	0
-1.8337	1.998	0
-1.8307	1.9977	0
-1.8278	1.9974	0
-1.8248	1.997	0
-1.8219	1.9966	0
-1.819	1.9962	0
-1.8161	1.9958	0
-1.8131	1.9953	0
-1.8102	1.9948	0
-1.8073	1.9943	0
-1.8044	1.9938	0
-1.8015	1.9933	0
-1.7986	1.9927	0
-1.7957	1.9921	0
-1.7928	1.9915	0
-1.7899	1.9908	0
-1.787	1.9902	0
-1.7841	1.9895	0
-1.7813	1.9888	0
-1.7784	1.988	0
-1.7755	1.9873	0
-1.7727	1.9865	0
-1.7698	1.9857	0
-1.767	1.9849	0
-1.7642	1.9841	0
-1.7613	1.9832	0
-1.7585	1.9823	0
-1.7557	1.9814	0
-1.7529	1.9804	0
-1.7501	1.9795	0
-1.7473	1.9785	0
-1.7445	1.9775	0
-1.7417	1.9765	0
-1.739	1.9754	0
-1.7362	1.9744	0
-1.7335	1.9733	0
-1.7307	1.9722	0
-1.728	1.971	0
-1.7253	1.9699	0
-1.7226	1.9687	0
-1.7198	1.9675	0
-1.7172	1.9663	0
-1.7145	1.9651	0
-1.7118	1.9638	0
-1.7091	1.9625	0
-1.7065	1.9612	0
-1.7038	1.9599	0
-1.7012	1.9585	0
-1.6986	1.9572	0
-1.696	1.9558	0
-1.6934	1.9544	0
-1.6908	1.953	0
-1.6882	1.9515	0
-1.6856	1.95	0
-1.6831	1.9486	0
-1.6805	1.947	0
-1.678	1.9455	0
-1.6755	1.944	0
-1.673	1.9424	0
-1.6705	1.9408	0
-1.668	1.9392	0
-1.6655	1.9376	0
-1.6631	1.9359	0
-1.6606	1.9343	0
-1.6582	1.9326	0
-1.6558	1.9309	0
-1.6534	1.9291	0
-1.651	1.9274	0
-1.6486	1.9256	0
-1.6462	1.9238	0
-1.6439	1.922	0
-1.6416	1.9202	0
-1.6392	1.9184	0
-1.6369	1.9165	0
-1.6346	1.9147	0
-1.6324	1.9128	0
-1.6301	1.9109	0
-1.6279	1.9089	0
-1.6256	1.907	0
-1.6234	1.905	0
-1.6212	1.903	0
-1.6191	1.901	0
-1.6169	1.899	0
-1.6147	1.897	0
-1.6126	1.8949	0
-1.6105	1.8929	0
-1.6084	1.8908	0
-0.79098	1.0734	0
-0.78468	1.0671	0
-0.77833	1.0609	0
-0.77193	1.0548	0
-0.76549	1.0487	0
-0.75899	1.0426	0
-0.75245	1.0366	0
-0.74586	1.0307	0
-0.73922	1.0248	0
-0.73254	1.019	0
-0.72581	1.0132	0
-0.71903	1.0074	0
-0.71221	1.0018	0
-0.70535	0.99615	0
-0.69844	0.99058	0
-0.69148	0.98507	0
-0.68448	0.97961	0
-0.67744	0.97421	0
-0.67036	0.96886	0
-0.66324	0.96357	0
-0.65607	0.95834	0
-0.64886	0.95316	0
-0.64161	0.94804	0
-0.63432	0.94298	0
-0.62699	0.93798	0
-0.61962	0.93303	0
-0.61222	0.92815	0
-0.60477	0.92332	0
-0.59728	0.91855	0
-0.58976	0.91384	0
-0.5822	0.90919	0
-0.57461	0.90461	0
-0.56698	0.90008	0
-0.55931	0.89561	0
-0.5516	0.8912	0
-0.54387	0.88686	0
-0.5361	0.88257	0
-0.52829	0.87835	0
-0.52045	0.87419	0
-0.51258	0.87009	0
-0.50468	0.86606	0
-0.49674	0.86209	0
-0.48877	0.85818	0
-0.48077	0.85433	0
-0.47275	0.85055	0
-0.46469	0.84683	0
-0.4566	0.84318	0
-0.44849	0.83959	0
-0.44034	0.83606	0
-0.43217	0.8326	0
-0.42397	0.8292	0
-0.41575	0.82587	0
-0.4075	0.82261	0
-0.39922	0.81941	0
-0.39092	0.81627	0
-0.38259	0.8132	0
-0.37424	0.8102	0
-0.36586	0.80727	0
-0.35747	0.8044	0
-0.34905	0.80159	0
-0.3406	0.79886	0
-0.33214	0.79619	0
-0.32366	0.79359	0
-0.31515	0.79105	0
-0.30663	0.78859	0
-0.29808	0.78619	0
-0.28952	0.78386	0
-0.28094	0.7816	0
-0.27234	0.7794	0
-0.26372	0.77728	0
-0.25509	0.77522	0
-0.24644	0.77323	0
-0.23778	0.77131	0
-0.2291	0.76946	0
-0.22041	0.76767	0
-0.2117	0.76596	0
-0.20298	0.76431	0
-0.19425	0.76274	0
-0.1855	0.76123	0
-0.17674	0.75979	0
-0.16797	0.75843	0
-0.1592	0.75713	0
-0.15041	0.7559	0
-0.14161	0.75474	0
-0.1328	0.75365	0
-0.12399	0.75264	0
-0.11516	0.75169	0
-0.10633	0.75081	0
-0.097494	0.75	0
-0.08865	0.74926	0
-0.079801	0.74859	0
-0.070947	0.748	0
-0.062088	0.74747	0
-0.053226	0.74701	0
-0.04436	0.74662	0
-0.035491	0.74631	0
-0.02662	0.74606	0
-0.017748	0.74588	0
-0.0088742	0.74578	0
6.8495e-17	0.74574	0
1.7443e-17	0.74574	0
0.0011594	0.74575	0
0.0023189	0.74575	0
0.0034782	0.74576	0
0.0046375	0.74578	0
0.0057968	0.7458	0
0.0069559	0.74583	0
0.008115	0.74586	0
0.0092739	0.74589	0
0.010433	0.74593	0
0.011591	0.74598	0
0.01275	0.74603	0
0.013908	0.74608	0
0.015066	0.74614	0
0.016223	0.74621	0
0.017381	0.74627	0
0.018538	0.74635	0
0.019695	0.74642	0
0.020851	0.74651	0
0.022007	0.74659	0
0.023163	0.74669	0
0.024319	0.74678	0
0.025474	0.74688	0
0.026628	0.74699	0
0.027782	0.7471	0
0.028936	0.74722	0
0.030089	0.74734	0
0.031242	0.74746	0
0.032394	0.74759	0
0.033546	0.74773	0
0.034697	0.74786	0
0.035847	0.74801	0
0.036997	0.74816	0
0.038147	0.74831	0
0.039295	0.74847	0
0.040443	0.74863	0
0.041591	0.7488	0
0.042737	0.74897	0
0.043883	0.74914	0
0.045028	0.74932	0
0.046173	0.74951	0
0.047317	0.7497	0
0.04846	0.7499	0
0.049602	0.75009	0
0.050743	0.7503	0
0.051884	0.75051	0
0.053023	0.75072	0
0.054162	0.75094	0
0.0553	0.75116	0
0.056437	0.75139	0
0.057573	0.75162	0
0.058708	0.75186	0
0.059842	0.7521	0
0.060975	0.75235	0
0.062107	0.7526	0
0.063238	0.75285	0
0.064368	0.75311	0
0.065497	0.75337	0
0.066625	0.75364	0
0.067751	0.75392	0
0.068877	0.7542	0
0.070001	0.75448	0
0.071125	0.75476	0
0.072247	0.75506	0
0.073368	0.75535	0
0.074487	0.75565	0
0.075606	0.75596	0
0.076723	0.75627	0
0.077839	0.75658	0
0.078954	0.7569	0
0.080067	0.75723	0
0.081179	0.75755	0
0.08229	0.75789	0
0.083399	0.75822	0
0.084507	0.75857	0
0.085614	0.75891	0
0.086719	0.75926	0
0.087823	0.75962	0
0.088925	0.75998	0
0.090026	0.76034	0
0.091125	0.76071	0
0.092223	0.76108	0
0.093319	0.76146	0
0.094413	0.76184	0
0.095507	0.76223	0
0.096598	0.76262	0
0.097688	0.76302	0
0.098776	0.76342	0
0.099863	0.76382	0
0.10095	0.76423	0
0.10203	0.76464	0
0.10311	0.76506	0
0.10419	0.76548	0
0.10527	0.76591	0
0.10635	0.76634	0
0.10742	0.76677	0
0.1085	0.76721	0
0.10957	0.76766	0
0.11064	0.7681	0
0.1117	0.76856	0
0.14264	0.78172	0
0.1735	0.7948	0
0.20427	0.8078	0
0.23497	0.82072	0
0.26559	0.83357	0
0.29614	0.84633	0
0.3266	0.85901	0
0.35698	0.8716	0
0.38729	0.88412	0
0.41752	0.89656	0
0.44767	0.90892	0
0.47774	0.9212	0
0.50773	0.93339	0
0.53764	0.94551	0
0.56748	0.95755	0
0.59723	0.9695	0
0.62691	0.98138	0
0.65651	0.99317	0
0.68603	1.0049	0
0.71547	1.0165	0
0.74484	1.0281	0
0.77412	1.0395	0
0.80333	1.0509	0
0.83245	1.0622	0
0.8615	1.0735	0
0.89047	1.0846	0
0.91936	1.0957	0
0.94818	1.1067	0
0.97691	1.1176	0
1.0056	1.1284	0
1.0341	1.1392	0
1.0626	1.1498	0
1.0911	1.1604	0
1.1194	1.1709	0
1.1477	1.1814	0
1.1758	1.1917	0
1.204	1.202	0
1.232	1.2122	0
1.2599	1.2223	0
1.2878	1.2323	0
1.3156	1.2422	0
1.3433	1.2521	0
1.3709	1.2619	0
1.3985	1.2716	0
1.426	1.2812	0
1.4534	1.2907	0
1.4807	1.3002	0
1.5079	1.3096	0
1.5351	1.3189	0
1.5622	1.3281	0
1.5892	1.3372	0
1.6161	1.3463	0
1.643	1.3553	0
1.6697	1.3642	0
1.6964	1.373	0
1.723	1.3817	0
1.7496	1.3904	0
1.776	1.3989	0
1.8024	1.4074	0
1.8287	1.4159	0
1.8549	1.4242	0
1.881	1.4324	0
1.9071	1.4406	0
1.9331	1.4487	0
1.959	1.4567	0
1.9848	1.4646	0
2.0106	1.4725	0
2.0362	1.4803	0
2.0618	1.488	0
2.0873	1.4956	0
2.1128	1.5031	0
2.1381	1.5105	0
2.1634	1.5179	0
2.1886	1.5252	0
2.2137	1.5324	0
2.2388	1.5395	0
2.2637	1.5466	0
2.2886	1.5535	0
2.3134	1.5604	0
2.3381	1.5672	0
2.3628	1.574	0
2.3874	1.5806	0
2.4118	1.5872	0
2.4363	1.5936	0
2.4606	1.6	0
2.4848	1.6064	0
2.509	1.6126	0
2.5331	1.6188	0
2.5571	1.6248	0
2.5811	1.6308	0
2.6049	1.6368	0
2.6287	1.6426	0
2.6524	1.6484	0
2.676	1.654	0
2.6996	1.6596	0
2.7231	1.6652	0
2.7464	1.6706	0
2.7698	1.6759	0
2.793	1.6812	0
=======
-6.1883	2	0
-1.9501	2	0
-1.9457	2	0
-1.9414	1.9999	0
-1.937	1.9998	0
-1.9327	1.9997	0
-1.9283	1.9996	0
-1.9239	1.9994	0
-1.9196	1.9992	0
-1.9152	1.9989	0
-1.9109	1.9986	0
